"","name","start","nation","product","dist","class","genre","director","people","screen","play"
"458","특종: 량첸살인기",42299,"한국","(주)우주필름,(주)뱅가드스튜디오","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","스릴러","노덕",614151,353,31727
"459","파더 앤 도터",42348,"미국","","(주)박수엔터테인먼트","15세이상관람가","드라마","가브리엘 무치노",59490,451,5508
"460","파라노말 액티비티: 더 고스트 디멘션",42481,"미국","","(주)박수엔터테인먼트","15세이상관람가","미스터리,공포(호러)","그레고리 플로킨",54972,408,5654
"461","판타스틱 4",42236,"미국","","이십세기폭스코리아(주)","12세이상관람가","액션,판타지,SF","조쉬 트랭크",399667,523,16241
"462","패딩턴",42011,"영국","","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","코미디,가족,어드벤처","폴 킹",313400,428,9775
"463","패션왕",41949,"한국","주식회사 와이랩,(주)노마드필름","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","오기환",592160,409,25472
"464","팬",42285,"미국","","워너브러더스 코리아(주)","전체관람가","판타지,어드벤처","조 라이트",185888,222,8988
"465","퍼시 잭슨과 괴물의 바다",41529,"미국","","이십세기폭스코리아(주)","12세이상관람가","판타지,어드벤처","쏘어 프류덴탈",519584,312,17054
"466","페이스 오브 러브",41745,"미국","","(주)영화사 빅","15세이상관람가","드라마,멜로/로맨스","아리 포신",78436,409,5496
"467","포레스트: 죽음의 숲",42459,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","공포(호러)","제이슨 자다",50555,349,4506
"468","포인트 브레이크",42376,"미국","","(주)시네마서비스,(주)나이너스엔터테인먼트","15세이상관람가","범죄,액션","에릭슨 코어",294974,360,12111
"469","포커스",42061,"미국","","워너브러더스 코리아(주)","15세이상관람가","코미디,범죄,멜로/로맨스","글렌 피카라,존 레쿼",91164,251,6736
"470","포켓몬 더 무비 XY 후파: 광륜의 초마신",42361,"일본","","(주)이수C&E","전체관람가","애니메이션,어드벤처,판타지","유야마 쿠니히코",300466,561,6793
"471","폴리스 스토리 2014",41668,"중국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","액션,범죄,드라마,스릴러","딩성",152754,716,5486
"472","폼페이: 최후의 날",41690,"미국","","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,어드벤처,드라마","폴 W.S. 앤더슨",1373873,590,43288
"473","표적",41759,"한국","(주)바른손이앤에이,(주)용필름","씨제이이앤엠(주)","15세이상관람가","액션,드라마","창",2840777,70,72233
"474","퓨리",41963,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","15세이상관람가","액션,드라마,전쟁","데이비드 에이어",1362114,378,37155
"475","프란시스 하",41837,"미국","","그린나래미디어(주)","15세이상관람가","코미디,멜로/로맨스","노아 바움백",70170,208,3024
"476","프랑켄슈타인: 불멸의 영웅",41676,"미국","","(주)쇼박스","12세이상관람가","액션,SF,판타지","스튜어트 베티",299205,117,12113
"477","프랭크",41907,"영국","","(주)영화사 진진","15세이상관람가","코미디,드라마","레니 에이브러햄슨",51772,297,4304
"478","프리덤",42327,"미국","","(주)씨타마운틴픽쳐스","12세이상관람가","드라마,가족","피터 쿠센스",102893,458,3039
"479","프리즈너스",41549,"미국","","(주)넥스트엔터테인먼트월드(NEW),판씨네마(주)","청소년관람불가","범죄,드라마,스릴러","드니 빌뇌브",188084,679,7922
"480","플랜맨",41648,"한국","(주)영화사일취월장","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","성시흡",632299,297,20459
"481","피끓는 청춘",41661,"한국","(주)담소필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,멜로/로맨스,드라마","이연우",1676040,557,36081
"482","피치 퍼펙트: 언프리티 걸즈",42152,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","15세이상관람가","코미디,뮤지컬","엘리자베스 뱅크스",75170,545,5379
"483","픽셀",42201,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","액션,어드벤처","크리스 콜럼버스",681945,415,21307
"484","하늘에서 음식이 내린다면 2",41599,"미국","","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","전체관람가","애니메이션,코미디,가족","코디 카메론,크리스 피언",797657,385,16334
"485","하늘을 걷는 남자",42305,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","드라마","로버트 저메키스",238051,535,12006
"486","하이힐",41793,"한국","장차앤코","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,액션","장진",341606,226,16748
"487","하트 오브 더 씨",42341,"미국","","워너브러더스 코리아(주)","12세이상관람가","액션,어드벤처,드라마","론 하워드",809827,445,29221
"488","한공주",41746,"한국","리 공동체 영화사","CGV아트하우스","청소년관람불가","드라마","이수진",223199,584,12283
"489","함정",42257,"한국","(주)데이드림 엔터테인먼트","(주)인벤트스톤","청소년관람불가","스릴러,범죄","권형진",257716,572,10898
"490","해무(海霧)",41864,"한국","(주)해무,(주)루이스 픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","심성보",1465214,910,33396
"491","해어화",42473,"한국","더램프(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,드라마","박흥식",484090,621,32294
"492","해적: 바다로 간 산적",41857,"한국","(주)하리마오픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","어드벤처","이석훈",8357160,278,117601
"493","허삼관",42018,"한국","(주)두타연,(주)판타지오픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","하정우",955175,557,27640
"494","허큘리스",41857,"미국","","워너브러더스 코리아(주)","15세이상관람가","액션,어드벤처","브렛 래트너",86528,661,4312
"495","헌츠맨: 윈터스 워",42473,"미국","","유니버설픽쳐스인터내셔널 코리아(유)","12세이상관람가","액션,어드벤처","세딕 니콜라스 트로얀",444374,630,25762
"496","헝거게임: 더 파이널",42326,"미국","라이온스 게이트 필름즈","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,어드벤처","프란시스 로렌스",806119,630,26972
"497","헝거게임: 모킹제이",41963,"미국","라이온스 게이트 필름즈","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","어드벤처,SF,스릴러","프란시스 로렌스",854377,390,28796
"498","헝거게임: 캣칭 파이어",41599,"미국","라이온스 게이트 필름즈","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","판타지,액션","프란시스 로렌스",1125739,167,33686
"499","헤라클레스 : 레전드 비긴즈",41739,"미국","","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,판타지","레니 할린",221327,422,14217
"500","헤이트풀8",42376,"미국","","(주)누리픽쳐스","청소년관람불가","액션,스릴러,서부극(웨스턴)","쿠엔틴 타란티노",118855,572,4650
"501","헬머니",42068,"한국","(주)전망좋은 영화사,TCO(주)더콘텐츠온","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","코미디","신한솔",522625,926,24833
"502","협녀, 칼의 기억",42229,"한국","(주)티피에스컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","박흥식",430492,811,16095
"503","호빗: 다섯 군대 전투",41990,"미국","","워너브러더스 코리아(주)","12세이상관람가","어드벤처,판타지","피터 잭슨",2835800,956,51160
"504","호빗: 스마우그의 폐허",41620,"미국","","워너브러더스 코리아(주)","12세이상관람가","어드벤처,드라마,판타지","피터 잭슨",2280155,532,39496
"505","혹성탈출: 반격의 서막",41830,"미국","","이십세기폭스코리아(주)","12세이상관람가","액션,드라마,SF,스릴러","맷 리브스",4001986,817,72869
"506","홈",42145,"미국","","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,판타지","팀 존슨",360119,182,10465
"507","화이: 괴물을 삼킨 아이",41556,"한국","나우필름(주),파인하우스필름㈜,(주)쇼박스","(주)쇼박스","청소년관람불가","액션,스릴러","장준환",2391830,327,59011
"508","화이트 고릴라",41578,"스페인","","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트","전체관람가","애니메이션","안드레스 G. 슈에",71617,423,2168
"509","화장",42103,"한국","(주)명필름","(주)리틀빅픽쳐스","청소년관람불가","드라마","임권택",140740,362,13787
"510","황제를 위하여",41801,"한국","오퍼스픽쳐스","유나이티드픽처스(주)","청소년관람불가","액션,범죄","박상준",592041,1095,26733
"511","히든 카드",41543,"미국","","이십세기폭스코리아(주)","청소년관람불가","범죄,스릴러","브래드 퍼맨",151476,272,10423
"512","히말라야",42354,"한국","(주)제이케이필름","씨제이이앤엠(주)","12세이상관람가","드라마","이석훈",7651736,NA,136422
"513","히트맨: 에이전트 47",42250,"미국","","이십세기폭스코리아(주)","15세이상관람가","액션,범죄,스릴러","알렉산더 바흐",64157,NA,4501
